src,tgt,hyp,ref,task,model,label
"If it persists much longer , this era of high joblessness will likely change the life course and character of a generation of young adults   [ … ]   Ultimately , it is likely to <define> warp </define> our politics , our culture , and the character of our society for years .","(transitive) To deflect or turn (something) away from a true, proper or moral course; to pervert; to bias.","(transitive, figuratively) To change (something) so that it is no longer the same; to change (something) so that it is no longer the same.",tgt,DM,,1
The <define> New Jersey barrier </define> became the most widely used and gave its name to the generic barrier type .,Alternative form of Jersey barrier,A type of barrier used in New Jersey.,tgt,DM,,1
"My rainy - day tour in April during the first lockdown was , in fact , a <define> homage </define> to Sir John Betjeman - the poet and railway campaigner whose statue can be found on the upper concourse of St Pancras station .","(countable, uncountable) A demonstration of respect, such as towards an individual after their retirement or death",(uncountable) The act of paying homage.,tgt,DM,,0
I 'll send the file using <define> Wi - Fi </define> .,"(networking, uncountable) Wireless networking using one of these standards.",(computing) Wi-Fi.,tgt,DM,,1
"I found myself stranded , <define> lunchless </define> , on the sea - front [ … ]",Without lunch.,Without lunch.,tgt,DM,,0
"Strong - willed and good in a crisis , she was exactly the girl Cornel Wilde needed to lance his plague boil and pull him through when the population of London was being <define> bubonically </define> decimated .","In terms of, or by means of, bubonic plague.",In a bubonic manner.,tgt,DM,,1
"And treated our fathers like scum , / Those <define> uglisome </define> messiahs that Bade us come , [ ... ]",Characterised or marked by ugliness,(obsolete) Ugly; ugly.,tgt,DM,,1
"As above noted , the Blackbird was even a hundred years ago remarkably common in Man , and it is to - day an extremely abundant and widely - spread species , equally at home among the fuchsias and ' <define> trammans </define> ' of a cottage garden   [ … ]",(Manx) An elder tree.,"(countable, botany) A plant of the genus Trammellus.",tgt,DM,,1
But the main question was whether the two subgroups of men with <define> femalelike </define> behavioral tendencies made much use of the concept of cooperation ...,Resembling or characteristic of a female.,Resembling or characteristic of a woman.,tgt,DM,,0
"There 's no sheen . If you write once on a sheet of paper , it can be read , but when you scribble over and over , the script becomes unreadable . Dip yourself in the acid that cleans copper . Lay out your <define> blackenedness </define> clearly . ""   [ … ]","(rare) The quality, state, or condition of being blackened.",The state of being blackened.,tgt,DM,,0
"A dreary year for the Squadron , this 1819 , when officers and men fell sick by the shipload and were sent home by the <define> tenderful </define> , when Lemon Valley Hospital was supplemented by the one at High Peak , when Court - Martials were held at the rate of one a fortnight , burials thrice a week , and surveys on foul provisions every other day !",The quantity that a tender (ship that functions as a mobile base) holds.,(nautical) A tender.,tgt,DM,,1
Our valley w d be overrun with London Dublin travellers who will not stop here to view the beauties that are here but will race through on fast and <define> clattersome </define> horses and chaises .,Marked by clattering,Resembling or characteristic of a clatter.,tgt,DM,,0
"The most at - risk bird was the tiny <define> King Island brown thornbill </define> , which was rated as having little more than a 5 % chance of survival under its current level of care .","A subspecies of brown thornbill, Acanthiza pusilla archibaldi, endemic to King Island, Tasmania.","Any of several species of thornbills, of the family Thrasheridae, native to Australia.",tgt,DM,,1
"IV A lovely Ladie [ * ] rode him faire beside , Upon a lowly Asse more white then snow , Yet she much whiter , but the same did hide 30 Under a vele , that <define> wimpled </define> was full low , And over all a blacke stole she did throw , As one that inly mournd : so was she sad , And heavie sat upon her palfrey slow ; Seemed in heart some hidden care she had , 35 And by her in a line a milke white lambe she lad .","To draw down; to lower, like a veil.","(intransitive, obsolete) To wimper.",tgt,DM,,1
In this regard it must be noted that the PKK operations in Hatay have targeted the Sunni Turkmen that Turkey settled in the province after it was annexed in 1939 in order to <define> Sunnize </define> the region . The bulk of the population in 1939 was comprised of Alawite Arabs as is 10 to 11 percent of Syrian population .,(ambitransitive) To make or become Sunni,(transitive) To convert to the religion of the Sunnis.,tgt,DM,,0
The <define> cybercrook </define> has realized that stealing the next version of the Coca - Cola recipe or Windows software is worth more than a $ 10 million heist .,A cybercriminal.,(informal) A criminal who operates in cyberspace.,tgt,DM,,0
"It was not in his <define> unyellow </define> soul to go back on his word without refunding the money , and a dollar of it was already spent to the Chinese fund , to say nothing of sundaes and sodas and whips .",(uncommon) Not yellow (in various senses).,Not yellow.,tgt,DM,,0
Swann – perhaps muted by the fact that this is all taking place in the middle of the night – is less of the <define> bantersaurus rex </define> that we find on Test Match Special and shows off instead the analytical side of his game .,Alternative letter-case form of Bantersaurus Rex,(colloquial) A person who engages in bantering.,tgt,DM,,1
The legal principles deduced from the textual material of the CIC by such leading <define> pandectists </define> as Georg Friedrich Puchta ( 1798–1846 ) and Bernhard Windscheid ( 1817–1892 ) were sometimes used as legal norms in courts of law .,An expert on the Pandects compiled under the Roman emperor Justinian I.,One who studies pandects.,tgt,DM,,1
"[ B]efore I left Huddersfield I had the satisfaction of captaining a team which won most of its matches against the leading Yorkshire towns , though Sheffield ' <define> came Yorkshire over </define> us ' by making us play upon the wooden floor of their Drill Hall . The Yorkshire children were almost bilingual . The youngsters talked broad dialect in the playground , yet answered incorrect English in class .","(transitive, UK, slang, obsolete) To cheat or deceive.","(transitive, idiomatic) To cause (someone or something) to feel inferior or inferior.",tgt,DM,,1
"Chair Girl was ridiculously spectacular , just like Foucault ’s regicide . Her diminutive <define> Kardashianesque </define> body was a spectacle , no less than Damiens ’ drawing and quartering in Paris .",Characteristic of or resembling the Kardashian family.,Resembling or characteristic of a Kardashian.,tgt,DM,,0
a <define> multigeared </define> bicycle,Having more than one gear.,Having more than one handle.,tgt,DM,,1
"But this cavern almost measureless to the eye , stuffed as it is with an Eiffel Tower ’s worth of metal , eight - story wheels of gold fan - shape boxes , thousands of miles of wire and fat <define> ductlike </define> coils , echoes with the shriek of power tools , the whine of pumps and cranes , beeps and clanks from wrenches , hammers , screwdrivers and the occasional falling bolt .",Resembling or characteristic of a duct.,Resembling or characteristic of a duct.,tgt,DM,,0
"As he passed the drawing - room door he heard Ethel say <define> hesitatingly </define> : "" I - I heard you singing from the verandah . """,In a hesitating manner.,In a hesitating manner.,tgt,DM,,0
rescinding both contracts because the cars had <define> redhibitory </define> defects,(legal) Of or pertaining to redhibition (the annulling of a sale).,Of or pertaining to reduction.,tgt,DM,,1
"One <define> milblogger </define> who writes anonymously , ( as many do ) , commented in private correspondence with the author :   [ … ]",(Internet) A military service member who writes a blog.,(Internet) A person who blogs at milblogger.,tgt,DM,,1
She placed a <define> votive </define> offering at the shrine .,Dedicated or given in fulfillment of a vow or pledge.,Of or pertaining to a votive offering.,tgt,DM,,1
"Oh this earth is a <define> mineful </define> of treasure ,","(figuratively) A large amount, particularly of something obtained through mining.",(figuratively) A large amount.,tgt,DM,,0
"He was <define> getting wise </define> , so I cracked him one .","(intransitive, slang, often, with ""to"", or, with ""with"") To be impertinent.","(intransitive, idiomatic) To become wiser.",tgt,DM,,1
"Where men of ordinary skill , May have the fortune , if they will , To keep in circumstances middling By nothing in the world but piddling ; Hence , with their fancies thus <define> benettled </define> , The future course of life is settled :",(obsolete) To vex or provoke.,"(transitive, obsolete) To settle; to settle; to settle.",tgt,DM,,1
"Phil Mickelson , who was the pretournament <define> cofavorite </define> with Woods , struggled to a two - under - par 70 on the North .",A joint favorite to win a sporting event.,(golf) A player who is considered to have a slight chance of winning.,tgt,DM,,1
"After realizing on their first date that they were both comedians , Alissa and Juliette immediately formed a <define> twoprov </define> team together .",(comedy) Improv (usually improvisational comedy) performed by a duo.,(informal) A pair of people who are both comedians.,tgt,DM,,1
"A German professor always gives good measure , a full <define> hourful </define> , pressed down , shaken together , and running over ; no period of preliminary meditation on what he shall say and of casual conversation at the end , as often in America .",Enough to last an hour.,The amount of time that can be spent in an hour.,tgt,DM,,1
"A much more common figure is the merely wrong - headed and cantankerous traveller — and particularly <define> travelleress </define> , if that word may be permitted — who wrangles over everything , and will not recognize the fact that dishonest Custom - house officials , swindling landlords , and irritating police regulations are inevitable evils in foreign parts .",(rare) A female traveller.,A female traveller.,tgt,DM,,0
"On firing , some of the hot gases from burning powder were able to bypass the <define> overpowder </define> and filler wads and reach the shot charge .",(firearms) Serving to hold in the gunpowder.,(firearms) Powder that has been added to the charge of a firearm.,tgt,DM,,0
"Gibbie held her fast , and with all the ways in his <define> poor power </define> sought to comfort her .",(idiomatic) Limited ability.,(obsolete) Power; authority.,tgt,DM,,1
"According to the writer , Monks Farm bore a sinister local reputation , and was about as thoroughly haunted as any place could be , and in order to justify his thesis , he gave an account of its history . [ ... ] The discussion that followed the reading of the paper , and which was recorded in all its wordy fullness , somewhat <define> took the gilt off the gingerbread </define> , however , for it was pointed out by persons familiar with local customs as well as local superstitions , that the empty buildings of Monks Farm had long been a favourite haunt of lovers without benefit of clergy .",(idiomatic) To take away the most attractive or appealing qualities of something; to destroy an illusion.,"(idiomatic, figuratively) To make something less valuable.",tgt,DM,,1
"' We 'll drink to a <define> thanksome </define> outcome o that , ' said Lady Magdalen , and they raised their beakers .",Characterised by thankfulness or gratitude,"(archaic, or, dialectal) Thankful.",tgt,DM,,0
"The vacuum brake , much <define> beloved </define> by English- ( though not Scottish- ) built or inspired railways , but little favoured elsewhere .","Much loved, dearly loved.",(transitive) To be very fond of.,tgt,DM,,1
"Despite the needs , many residents say they love the town for its intimate and <define> unfrenetic </define> feel .",Not frenetic.,Not frenetic.,tgt,DM,,0
"Just when I 'm asking myself if it 's worth it to rock the boat and wondering if I should compromise , something will happen to keep me going . Like one year I got an award from a women 's group for , "" exposing the <define> jockocratic </define> values of society . """,Characterized by an excessive veneration of sport and athletes.,Of or pertaining to jocks.,tgt,DM,,0
Speakers of the same language <define> coenact </define> meaning .,(transitive) To enact jointly with somebody else.,(transitive) To act in the same way as.,tgt,DM,,1
"However , even for these species , <define> thalassochory </define> remains an unlikely dispersal vector due to the reduced floatation capacity and low viability of immersed diaspores .",(biology) Transport or dispersal of organisms by means of the ocean.,(zoology) Of or pertaining to thalassochory.,tgt,DM,,0
"When , moreover , we call to mind that the spirits of the dead , who at this season leave their graves and hold high revel with the fairies , seem really indistinguishable from the latter , the conclusion irresistibly forces itself upon us , that in the cult paid to the fairy race we have a survival of the worship of departed souls , or <define> psycholatry </define> as it is sometimes called , which is , so far as we know , one of the oldest religions in the world , even if it be not , as many high authorities maintain , the primitive religion of mankind .",(religion) The worship of departed souls.,(religion) The worship of the dead.,tgt,DM,,0
"... the <define> taxi - distance </define> between any pair of said abutments in said group is larger than four , said taxi - distance being the sum ' i+j+1 ' of the number of cords ' i ' in between abutments of said pair plus ' 1 ' and the number ' j ' of intervals between abutments of said pair along the longitudinal direction of said splice .",Alternative form of taxicab distance,(architecture) The distance between the ends of a pair of abutments.,tgt,DM,,1
"Whap ! A small surfboard goes by , <define> grabbing some air </define> .",(extreme sports) To become airborne; catch air.,"(intransitive, surfing, slang) To catch a wave.",tgt,DM,,1
"So Mrs. Cob — trimm'd up her locks , / Put on a <define> flirtsome </define> air ; / And Mr. Dip began to look — / And Mrs. Cob — to stare .",Marked by flirting; flirtatious,Characterized by flirting; flirtatious.,tgt,DM,,0
"Compared with general population samples under the same criteria , and with their own second - degree relatives , non - <define> righthandedness </define> is in fact more frequent in twins and their first - degree relatives .",Alternative form of right-handedness,The condition of being righthanded.,tgt,DM,,0
"One of the strangest places in the whole solar system is Jupiter 's <define> hypervolcanic </define> Moon lo , which seems to be a little different every time we look at it .",(volcanology) Relating to a hypervolcano.,(astronomy) Of or pertaining to a volcano.,tgt,DM,,0
"[ If ] the economic literature of the eighteenth century is examined in terms other than the narrow categories of free trade and protection , the <define> artificial </define> division between the seventeenth and the eighteenth centuries would break down .","Not natural or normal: imposed arbitrarily or without regard to the specifics or normal circumstances of a person, a situation, etc.",Of or pertaining to an artificial distinction.,tgt,DM,,1
"Because <define> unremittent </define> tension is maintained in the contractile apparatus for as long as cytochalasin is present , it may properly be designated as a contracture .",Unremitting.,Notittent.,tgt,DM,,1
"To show he does n’t do his fair share of work , I ’ve set him an <define> elephant trap </define> . If he falls in he ’ll look like a clown .","A trap which can easily be avoided by a competent person, and thus proves the incompetence of anybody trapped by it.",(idiomatic) A situation in which a person is trapped in a situation in which he or she cannot escape.,tgt,DM,,1
<define> embryoless </define> seeds,Without embryo.,Without an embryo.,tgt,DM,,0
"Prior to the Glacial Ages there developed out of a generalized <define> rangiferine </define> ancestor in possession of the whole of boreal Eurasia and North America a number of local "" reindeers "" , and "" caribous "" , of which one held generally Europe ( Barren Ground Reindeer ) , the other ( Woodland Reindeer ) generally Siberia .","Relating to, or resembling, the reindeer or caribou.","Of, pertaining to, or resembling a reindeer.",tgt,DM,,0
The bed itself was a double one ; it had as much brass work about it as a marine engine . Under the white counterpane it looked chaste and <define> unconnubial </define> .,Not connubial.,Not nubile.,tgt,DM,,1
"[ … ]   He took away the frame itself , as well as the notice . Mr. MacCulloch . I recollect Mr. Dobrée stating that his reason for taking the cadre was , that the notice was pasted , and that he could not <define> unpaste </define> it .",(transitive) To remove or take down (something pasted); to unstick.,(transitive) To remove the paste from (something).,tgt,DM,,1
"They present cool ideas at semiformal gatherings like Code Con , an <define> ultrageeky </define> show - and - tell held at San Francisco 's DNA Lounge last month .",Exceptionally geeky.,(informal) Extremely geeky.,tgt,DM,,0
5 basic bro - type handphone addicts you can <define> confirm plus chop </define> find in S'pore,"(Singapore, colloquial) absolutely, definitely, guaranteed",(slang) To have sex with.,tgt,DM,,1
[ … ]   hype merchants of the computing world are up and running off towards the horizon before the IS workers toiling away at the <define> code face </define> are even crawling .,"(computing, informal) The place where programmers develop source code (as opposed to conceptually distant areas such as design and marketing).",(computing) The face of a computer program.,tgt,DM,,1
"In cruell fight on lybicke Ocean wide , / Espye a traueiler with feet <define> surbet </define>",(obsolete) surbated; bruised,(obsolete) Surrounded; surrounded.,tgt,DM,,1
"Since industry is the principal supporter and indirectly financiers of the regulating bodies , the response by said group is veritably <define> lukecold </define> to those who fall in the human sub - set of sensitive reactions to pesticides .",(rare) Not very enthusiastic (about a proposal or an idea) (and less enthusiastic than lukewarm would imply).,(figuratively) Very cold; unfeeling.,tgt,DM,,1
The absence of <define> tierods </define> where they should be used is one of the most frequent hazards in existing piping systems . This section will show the conditions which require tierods to make a piping system safe   [ … ],Alternative form of tie rod,Alternative form of tierod (“pipe”),tgt,DM,,1
"IN is legendary because until IZ , he had the most two - letter <define> throwies </define> in history .","(slang) A throw-up; a piece of graffiti produced relatively quickly, generally with a single-colour outline and one layer of fill colour.",(colloquial) A throw.,tgt,DM,,1
"[ ... ] if I thought the sentiments of your last letter were not the sentiments of a <define> sickly </define> moment — if I could be made to believe , for an instant , that they proceeded from you , in a sober , reflecting condition of your mind — I should give you over as incurable ,",(obsolete) Marked by the occurrence of illness or disease (of a period of time).,(obsolete) Sickly.,tgt,DM,,0
"Chandler commanded a spotlight at the far end of the stage at Picker ’s Supply Concert Hall downtown last Friday night . There , he was loudly ranting about a commercial wasteland he called the “ United States of <define> Generica </define> . ”","Features of the landscape such as fire hydrants, letterboxes, fast-food chains, streets called ""Main"", etc., that are the same throughout the United States.",(slang) The United States of America.,tgt,DM,,1
"Since the mid-1980s , when Indonesia first began to clear its bountiful forests on an industrial scale in favour of lucrative palm - oil plantations , “ haze ” has become an almost annual occurrence in South - East Asia . The cheapest way to clear logged woodland is to burn it , producing an acrid cloud of foul white smoke that , carried by the wind , can cover hundreds , or <define> even </define> thousands , of square miles .","In reality; implying an extreme example in the case mentioned, as compared to the implied reality.",(colloquial) Used as an intensifier.,tgt,DM,,1
"[ … ]   a model jail , which had a gallows that could be “ ready at the touch of a button ” and a <define> mobproof </define> room .",Resistant to incursion by a mob.,Suitable for mob action.,tgt,DM,,1
"A <define> sumptuary tax </define> is a tax whose effects are desired on moral or ethical grounds . It is levied on certain products or services the consumption of which is discouraged . Example of sumptuary taxes are those imposed on the production , sale , or consumption of tobacco products , alcoholic drinks , playing cards , billiard tables , cabaret admissions , and many others . A tax for regulatory purposes should be distinguished from sumptuary tax .","(economics, taxation) A government levy on goods considered to be socially undesirable goods or nonessential luxuries, most commonly alcohol and tobacco.",(taxation) A tax that is levied on certain goods or services in order to discourage their use.,tgt,DM,,1
"In order of Mr. J. Hoffmann , of Prague , I <define> oversend </define> you with this an exemplar of the ' épreuves corrigées ' of Labitzky 's waltz , Op . 86 .","To send over, transmit.",(transitive) To supply (someone or something) with too much.,tgt,DM,,1
They treated the dock workers like <define> two - legged beasts </define> of burden .,(pejorative) human,(idiomatic) A person or animal that has two legs.,tgt,DM,,1
"Prepositions are not bad or wrong necessarily , and they may not be incorrect grammatically , but they signal an area that can be revised if you want to write more explicitly or to <define> unfog </define> your writing .",(transitive) To free from confusion,(transitive) To remove the fog from.,tgt,DM,,1
Ordered that what pairt of that pirne is putt either in coat <define> justicoat </define> or breeches be taken back and sent to David Maxwell and placed to his accompt or to allow half dollar for   the said pirne and charged to said David Maxwell 's accompt .,Alternative form of justacorps,"(now, _, rare) A piece of cloth worn as a covering for the upper part of the body. [from 16th c.]",tgt,DM,,0
"In the back of the meetinghouse , on the same side as the defense , sat an old woman with a black <define> kiddhoge </define> over her head and a young woman holding a baby wrapped in a blanket .","(Ireland) Any cloth worn over the head or shoulders as a shawl, blindfold, etc.","(Australia, New Zealand, South Africa) A headscarf.",tgt,DM,,1
"“ Thank you , Flannery , ” Anne said , her low voice a <define> knife edge </define> between sincerity and sarcasm , “ for saving my life . """,Alternative form of knife-edge,(figuratively) A state of tension or uncertainty.,tgt,DM,,1
"Or it was n't until they woke up one morning and found the encroaching wave of tarmac lapping at their doorstep and a <define> belly - dumper </define> burying the lot next door in a mound of gravel , preparatory to the erection of the next Costco .",Alternative form of belly dumper,Alternative form of belly-dumper,tgt,DM,,0
He erupted in <define> uproarish </define> laughter at her nonsense .,Characteristic of an uproar; turbulent or unruly; loud and uncontrollable.,Resembling or characteristic of uproar.,tgt,DM,,0
"He 's such a <define> doormat </define> , he lets everyone walk all over him .","(figuratively, derogatory) Someone who is overly submissive to others' wishes.",(informal) A person who is passive or submissive.,tgt,DM,,0
In such a situation there would be a danger of alienating one linguistic group by a <define> uniglot </define> language policy .,monoglot,"(chiefly, Australia, New Zealand, colloquial) Of or pertaining to a language other than English.",tgt,DM,,1
In course of time many a such temple are lost to oblivion leaving only the images now kept in the newly built temples or in the <define> ransackle </define> houses .,Alternative form of ramshackle,Ransacked.,tgt,DM,,1
"She picked up a letter from the table , handling it like a <define> plague - ridden </define> rag , and passed it to Hartley .","(of a person, animal, body or object) Infected with or suffering from bubonic plague or another epidemic illness.",Resembling or characteristic of plague.,tgt,DM,,1
"The <define> ghost flights </define> , defined as those with no passengers or less than 10 % of passenger capacity , operated from all 32 airports listed in the data .",(aviation) An empty or near-empty flight run by an airline to fulfill contractual obligations.,(aviation) A flight that does not carry any passengers.,tgt,DM,,1
